a_val,v_val,x_val,y_val,z_val
1991,6.1,4929820,114760,42058
1991,6,5036352,221292,65911
1991,7,5107045,291985,39800
1991,6.7,5366134,551074,53626
1991,6,5754627,939567,71177
1991,6.2,6111026,1295966,42714
1991,6.2,6276024,1460964,13211
1991,6.6,6694588,1879528,81873
1991,6,6742883,1927823,58516
1991,6.4,6988556,2173496,83577
1991,6.3,7365730,2550670,1286
1991,6,7736937,363537,27922
1991,6.2,7797192,423792,2047
1991,6.3,8222303,848903,43532
1991,6,8740384,1366984,36961
1991,6.3,8997777,1624377,79821
1991,6.5,9041000,1667600,36889
1991,7.1,9087589,1714189,83487
1991,6.3,9129047,1755647,38925
1991,6.7,9210860,1837460,10335
1991,6,9878935,2505535,59915
1991,6,10230080,309860,78238
1991,6.1,10322734,402514,85546
1991,7.6,10619811,699591,59074
1991,6.3,10731434,811214,48251
1991,6.2,10732389,812169,86050
1991,6.2,10782782,862562,49138
1991,7,11178768,1258548,43649
1991,6.1,11212241,1292021,77176
1991,6,11240193,1319973,74767
1991,6.3,11344723,1424503,76384
1991,6,11430117,1509897,6770
1991,6.7,11499254,1579034,41554
1991,6.2,11590974,1670754,79994
1991,6.1,11884168,1963948,82099
1991,6.3,12144832,2224612,7037
1991,6,12414495,2494275,79172
1991,6.4,12709885,251785,43336
1991,7,12877081,418981,32990
1991,6.6,13086019,627919,69988
1991,6.8,13380655,922555,58087
1991,7,13871861,1413761,9076
1991,6.9,14557885,2099785,72092
1991,7,14715902,2257802,72010
1991,6.4,14837749,2379649,52461
1991,6.3,15209960,219260,14122
1991,6.6,15210801,220101,84998
1991,6.1,15289334,298634,26739
1991,7.5,15657532,666832,48600
1991,6.2,15813026,822326,62175
1991,7.3,15974548,983848,61745
1991,6,16637561,1646861,30758
1991,6.4,16694070,1703370,42832
1991,6.9,16890190,1899490,72113
1991,6.1,16950652,1959952,43773
1991,7,17065189,2074489,27065
1991,6.9,17635814,114254,66461
1991,6.2,17669713,148153,81296
1991,6.7,17744951,223391,50019
1991,6,19634747,2113187,66492
1991,6,19752570,2231010,820
1991,6.7,19879784,2358224,37215
1991,6,20436806,383186,5775
1991,6.5,20459703,406083,23128
1991,6.3,20525759,472139,2881
1991,6.1,20643974,590354,50572
1991,6,20719780,666160,40352
1991,7,20729829,676209,50024
1991,6.4,22149888,2096268,64794
1991,6.4,22151128,2097508,4888
1991,6.3,22161376,2107756,15138
1991,6.2,23449693,859693,13457
1991,6.1,23728788,1138788,13668
1991,6.6,24352016,1762016,23446
1991,7,24452506,1862506,44845
1991,6,25155075,21195,48446
1991,6.3,25547184,413304,12785
1991,6.3,25639940,506060,36109
1991,7.2,25718292,584412,9118
1991,6.4,25719417,585537,10280
1991,6.1,25721753,587873,12558
1991,6.2,25805881,672001,3491
1991,6.1,25952720,818840,77467
1991,6.5,26068975,935095,19961
1991,6.8,26169794,1035914,9499
1991,6,26706451,1572571,43811
1991,6.2,27081341,1947461,82977
1991,6,27226272,2092392,39577
1991,6.6,27275002,2141122,16287
1991,6,27276776,2142896,11043
1991,6.2,27498242,2364362,58609
1991,6.2,27586563,2452683,60109
1991,6.5,27638176,2504296,6054
1991,6.3,27768083,79883,64535
1991,6,28138550,450350,15976
1991,6.8,28293133,604933,70662
1991,7.2,28852131,1163931,62345
1991,6.1,28891389,1203189,76601
1991,6.3,28989508,1301308,75947
1991,6,29414492,1726292,82652
1991,6.4,29446848,1758648,18653
1991,6.3,30018819,2330619,80910
1991,6,30369540,115380,79473
1991,6.4,30733390,479230,33546
1991,6.5,30746379,492219,29029
1991,6.6,30854031,599871,45605
1991,6,30865529,611369,57096
1991,6.5,30913146,658986,18355
1991,6.4,30916509,662349,21613
1991,6.3,30916698,662538,21840
1991,6.3,31203668,949508,50480
1991,6.8,31368820,1114660,41902
1992,7.6,117793,1399633,67638
1992,6,527563,1809403,53227
1992,7.2,533158,1814998,8695
1992,6.4,551377,1833217,56533
1992,6.6,607930,1889770,83623
1992,6.4,758349,2040189,12603
1992,6.1,1096840,2378680,29025
1992,6.1,2030303,737363,73672
1992,6.7,2641023,1348083,82480
1992,6,3716525,2423585,34782
1992,6.3,3717090,2424150,35418
1992,6.5,4065158,195218,29115
1992,6.8,4670953,801013,45269
1992,6,4675098,805158,56122
1992,6,5011316,1141376,29991
1992,6.2,5027851,1157911,54600
1992,6.2,5028128,1158188,57826
1992,6,5327082,1457142,14177
1992,6,5409749,1539809,1976
1992,6,5802319,1932379,27382
1992,6.7,5947523,2077583,21341
1992,6.9,6265779,2395839,83351
1992,6,6271679,2401739,2849
1992,6.4,6407394,2537454,49285
1992,6.2,6512105,70385,42379
1992,6.4,6532750,91030,4658
1992,6.6,6659617,217897,72980
1992,6.2,6719833,278113,15748
1992,6.1,7069379,627659,19795
1992,6.4,7228864,787144,14718
1992,6.7,7233519,791799,71824
1992,6.1,7235401,793681,14375
1992,6.3,7713265,1271545,52663
1992,6,8187612,1745892,36167
1992,6,8203626,1761906,26107
1992,6,8345651,1903931,8118
1992,6.3,8739122,2297402,71824
1992,6.5,8997591,2555871,48270
1992,6.1,9200795,197135,82312
1992,6.7,9294880,291220,18858
1992,6,9299768,296108,23788
1992,6,9344222,340562,44463
1992,6,9413249,409589,35999
1992,6,9466616,462956,3010
1992,6.1,10137654,1133994,58274
1992,6.6,10315012,1311352,58132
1992,6.2,10434739,1431079,9521
1992,6.1,10731023,1727363,75907
1992,6.1,10765115,1761455,75251
1992,6.2,10769569,1765909,79693
1992,6.2,10825643,1821983,41498
1992,7.2,10951565,1947905,35351
1992,6.45,11000500,1996840,84205
1992,6.57,11013505,2009845,10812
1992,6.1,11695501,140461,62755
1992,6,11946216,391176,57744
1992,6.7,12420342,865302,23774
1992,7.2,12639905,1084865,60922
1992,6.2,12643682,1088642,46664
1992,6.1,12754718,1199678,8096
1992,6.1,12776279,1221239,57214
1992,7.1,12822559,1267519,65753
1992,7.3,12824131,1269091,67353
1992,6.1,12884541,1329501,80057
1992,6.3,12957560,1402520,64206
1992,6.3,13090832,1535792,61548
1992,6,13183743,1628703,86279
1992,6.2,13297237,1742197,26250
1992,6,13343435,1788395,16236
1992,6.8,13539304,1984264,42215
1992,7,13670018,2114978,58475
1992,6,13732235,2177195,36329
1992,6,13902746,2347706,26361
1992,6,13956123,2401083,79704
1992,6.3,13969801,2414761,37098
1992,6.2,14245500,148140,11782
1992,6.2,14278254,180894,65152
1992,6,14357043,259683,45375
1992,6,14593240,495880,21409
1992,6.1,14776316,678956,28580
1992,6,14868825,771465,37806
1992,6.3,15302936,1205576,33159
1992,6,15400263,1302903,55206
1992,6.2,15496755,1399395,17458
1992,6.2,15874988,1777628,19834
1992,6.5,15912041,1814681,9169
1992,6.1,16024881,1927521,16589
1992,6.5,16180251,2082891,67440
1992,7.3,16459054,2361694,15110
1992,6.3,16470330,2372970,26292
1992,6.5,17487087,854067,70162
1992,7.2,17577859,944839,82240
1992,6.2,17665735,1032715,74222
1992,6.2,17768044,1135024,7474
1992,6.3,17777493,1144473,47109
1992,6,17823789,1190769,55498
1992,6.9,18175018,1541998,65417
1992,6.1,18175145,1542125,65471
1992,6.4,18181211,1548191,71537
1992,6.1,18194214,1561194,84523
1992,6,18220737,1587717,24659
1992,6.7,18344806,1711786,29331
1992,6.2,19110647,2477627,50687
1992,6.1,19211086,46186,51925
1992,6.3,19461011,296111,51630
1992,6.6,19483400,318500,72619
1992,6.1,19637912,473012,68981
1992,6.4,19688921,524021,29702
1992,6.9,19937960,773060,31677
1992,6.2,19962485,797585,47286
1992,6.1,20116184,951284,15310
1992,6.4,20272495,1107595,2488
1992,6.2,20464980,1300080,23910
1992,6.3,20687008,1522108,72608
1992,6.1,20912260,1747360,47879
1992,7.3,20916277,1751377,25135
1992,6.1,20916777,1751877,25627
1992,6.3,20920324,1755424,29107
1992,6.6,20920827,1755927,29603
1992,6.2,21365979,2201079,58937
1992,6.1,21411634,2246734,64462
1992,6.9,21752326,56266,62672
1992,6.3,21842345,146285,16259
1992,6.4,21931745,235685,29655
1992,7.7,22119361,423301,66400
1992,6.7,22139401,443341,47914
1992,6,22184936,488876,45722
1992,6,22456092,760032,57536
1992,6.1,22770534,1074474,49082
1992,6,22848200,1152140,83007
1992,6.4,22910246,1214186,20642
1992,6.3,23317439,1621379,29583
1992,6.1,24085030,2388970,16476
1992,6.7,24272157,41757,24745
1992,6,24392488,162088,5926
1992,6.4,24415562,185162,80197
1992,6,24550079,319679,56008
1992,6.6,24557640,327240,63712
1992,6.1,24572570,342170,78608
1992,6.1,24642154,411754,61835
1992,6.2,25093702,863302,73984
1992,7.4,25557866,1327466,24013
1992,6.8,25915025,1684625,35035
1992,6.5,26016710,1786310,51002
1992,6.7,26037160,1806760,12327
1992,6.2,26140134,1909734,78585
1992,7.2,26147519,1917119,36273
1992,6.2,26222610,1992210,84112
1992,6,26282401,2052001,56713
1992,6.2,26395873,2165473,78474
1992,6.6,26471063,2240663,76534
1992,6.5,26521707,2291307,40827
1992,6.4,26571880,2341480,83707
1992,6.2,26601876,2371476,20090
1992,6.4,26608785,2378385,8409
1992,6.6,26641381,2410981,74035
1992,6,26699358,2468958,45594
1992,6.2,27070197,298617,56758
1992,6.5,27139788,368208,43542
1992,6.5,27268462,496882,86364
1992,6.1,27269187,497607,688
1992,6.4,27568766,797186,44263
1992,6.4,27627193,855613,19426
1992,6,27639153,867573,60378
1992,6.2,27719602,948022,21820
1992,6.1,27803289,1031709,75368
1992,6.7,27920600,1149020,56672
1992,6.2,28243574,1471994,34157
1992,6.3,28333737,1562157,38193
1992,6.6,29111972,2340392,75235
1992,6.5,29646813,324153,80735
1992,6,29842357,519697,26057
1992,6,29895802,573142,42018
1992,6,30420702,1098042,43216
1992,6,30524919,1202259,48153
1992,7.8,30864566,1541906,49021
1992,6.1,30868709,1546049,53171
1992,6.1,31374844,2052184,46958
1992,6.1,31493662,2171002,82080
1992,7.3,31611167,2288507,20061
1993,6.3,261253,2560993,46903
1993,6.8,503544,241824,66908
1993,6,596944,335224,19276
1993,6.4,937028,675308,30302
1993,6,1284071,1022351,32504
1993,6.7,1780740,1519020,46451
1993,6.3,2055042,1793322,14923
1993,6.1,2199961,1938241,74560
1993,7.6,2199965,1938245,74450
1993,6.4,2423886,2162166,39662
1993,6.6,2558366,2296646,84797
1993,6.2,2601054,2339334,32485
1993,6.4,2655075,2393355,7530
1993,6.6,4195662,1364502,81400
1993,6.2,4704956,1873796,83295
1993,6.3,5134248,2303088,31980
1993,6.2,6053967,650067,39215
1993,6,6304465,900565,39267
1993,7.1,6491149,1087249,50552
1993,6,6501002,1097102,60343
1993,6.6,6516126,1112226,79961
1993,6.7,6539216,1135316,12028
1993,6.2,6744554,1340654,40633
1993,6.3,6767143,1363243,21773
1993,6.5,6871163,1467263,39391
1993,6.4,7048895,1644995,7715
1993,6.7,7315737,1911837,41117
1993,6,7609685,2205785,75854
1993,6.3,7723232,2319332,26960
1993,6.2,7743119,2339219,74478
1993,6.3,7794299,2390399,61853
1993,6,8147298,172458,60130
1993,6,8841851,867011,74190
1993,6.3,9086405,1111565,8091
1993,6.9,10073318,2098478,7991
1993,6.3,10182764,2207924,31389
1993,6.3,10228583,2253743,15016
1993,6.3,10246238,2271398,18910
1993,6.8,10357308,2382468,20076
1993,6.3,10749261,209121,78824
1993,6,10800428,260288,45318
1993,6.4,11446014,905874,35337
1993,6.1,11797398,1257258,29842
1993,7,12248811,1708671,10387
1993,6.9,12398389,1858249,4680
1993,6,12539378,1999238,74158
1993,6.1,12539552,1999412,74338
1993,6.9,12606745,2066605,35865
1993,6.6,12692688,2152548,36689
1993,6.4,12758573,2218433,7849
1993,6.1,12784850,2244710,55785
1993,6.8,12824373,2284233,66561
1993,6.2,13391480,294320,69889
1993,7,13391488,294328,69918
1993,6.2,13475803,378643,45280
1993,6.4,13762213,665053,18259
1993,6.1,13885733,788573,5862
1993,6.1,14204305,1107145,74856
1993,6,14294973,1197813,69812
1993,6.5,14477000,1379840,83382
1993,7.5,14648616,1551456,84894
1993,6.3,14685461,1588301,67245
1993,6.1,14967921,1870761,59825
1993,6.1,15013602,1916442,12430
1993,6.3,15021205,1924045,25451
1993,6.2,15253594,2156434,82104
1993,6.6,15508371,2411211,351
1993,6.7,15530266,2433106,22212
1993,6,15536077,2438917,28045
1993,6.4,16441631,796511,62297
1993,6.7,16588053,942933,40762
1993,6.4,17031183,1386063,69930
1993,6,17259737,1614617,21093
1993,6.1,17336273,1691153,13677
1993,6.6,17501781,1856661,32142
1993,7.7,17587031,1941911,81238
1993,6.3,17592305,1947185,108
1993,6,17596867,1951747,4696
1993,6.1,18421027,235987,737
1993,6,18425769,240729,80330
1993,6,18649490,464450,27183
1993,6.2,18986868,801828,15859
1993,6,19466399,1281359,81408
1993,6.1,19485785,1300745,54077
1993,6.5,19567878,1382838,65385
1993,6.4,19785637,1600597,30183
1993,6.7,19850004,1664964,21167
1993,6.5,19856561,1671521,18122
1993,7.8,19902864,1717824,65616
1993,6.4,20000310,1815270,58880
1993,7,20004168,1819128,62776
1993,7,20047913,1862873,43175
1993,6.4,20079995,1894955,77807
1993,6.2,20182657,1997617,13
1993,6.3,20343740,2158700,82582
1993,6,20579628,2394588,51221
1993,6.2,20927213,207533,52671
1993,6.1,21030155,310475,78630
1993,6.2,21360332,640652,343
1993,6.3,21996199,1276519,73668
1993,6.8,22163700,1444020,23049
1993,6,22246718,1527038,58912
1993,6.2,22282773,1563093,20979
1993,6.6,22391760,1672080,50935
1993,6.5,22474130,1754450,53465
1993,6,22791537,2071857,46074
1993,7.2,22792374,2072694,46940
1993,6,22908158,2188478,76856
1993,6.3,23027871,2308191,2959
1993,6.3,23432547,179547,35329
1993,6.4,23551856,298856,28658
1993,6.3,23624262,371262,30018
1993,6,23694335,441335,77842
1993,6.1,23805423,552423,82599
1993,6.3,24118274,865274,45847
1993,6.6,24241052,988052,36663
1993,6.4,24405363,1152363,69729
1993,6,24431180,1178180,61968
1993,6.2,24445548,1192548,12696
1993,6.5,24517670,1264670,43743
1993,6.1,24655352,1402352,52631
1993,6,24681720,1428720,7033
1993,6,24872078,1619078,33446
1993,6.6,24901785,1648785,49536
1993,6,25448849,2195849,4355
1993,6.9,25458861,2205861,3940
1993,6.9,25581960,2328960,42604
1993,6.5,25585650,2332650,46326
1993,6,25595442,2342442,56096
1993,6,25704155,2451155,76931
1993,6.3,25844730,55830,46218
1993,6,26107341,318441,85108
1993,6.7,26553135,764235,4643
1993,6.7,26648824,859924,72661
1993,6.1,26654388,865488,78231
1993,6.2,27643040,1854140,30641
1993,6,28081713,2292813,45526
1993,6,28116835,2327935,73590
1993,6,28253809,2464909,63736
1993,7,28257484,2468584,42759
1993,6,28639131,308691,78809
1993,6.5,28777403,446963,53204
1993,6,29320274,989834,71496
1993,6.2,29460004,1129564,35559
1993,6.9,30515539,2185099,46577
1993,6.8,30541107,2210667,72120
1993,6.1,30617975,2287535,61482
1993,6,30954679,75919,68251
1993,6.1,31176681,297921,27412
1993,6.3,31499774,621014,81695
1994,7,719294,1376534,68843
1994,6.5,722384,1379624,71949
1994,6.1,1171453,1828693,1266
1994,6,1279919,1937159,16353
1994,6.9,1785230,2442470,40563
1994,6.1,1817516,2474756,26444
1994,6.7,2377855,480055,16607
1994,6.8,2512414,614614,39446
1994,6.1,2564808,667008,16370
1994,7,2687069,789269,39324
1994,6,2743217,845417,3296
1994,6.3,3049964,1152164,15953
1994,6,3531463,1633663,32842
1994,6.1,3708863,1811063,32990
1994,6.2,4059249,2161449,5657
1994,6.9,4569451,110911,30851
1994,6.7,4594586,136046,70875
1994,7,4643903,185363,18949
1994,6,4892897,434357,8751
1994,6.9,4900063,441523,295
1994,6.5,4914716,456176,30443
1994,6,4949217,490677,64954
1994,6.3,4949338,490798,65071
1994,6.4,4949338,490798,64890
1994,6.1,5004188,545648,33530
1994,6.3,5113147,654607,38642
1994,6,5146887,688347,3464
1994,6,5277275,818735,37229
1994,6.1,5558524,1099984,43467
1994,6.3,5616672,1158132,15190
1994,6.1,5671535,1212995,13707
1994,6.1,5797871,1339331,23602
1994,6.1,6061740,1603200,26368
1994,7.6,6823686,2365146,41667
1994,6,6825024,2366484,43043
1994,6,7187407,163567,10465
1994,7,7187415,163575,10559
1994,6.9,7246284,222444,52902
1994,6.4,7270579,246739,78240
1994,6.5,8721652,1697812,38565
1994,6.2,9106544,2082704,78188
1994,6.2,9202424,2178584,84299
1994,6.4,9335440,2311600,38723
1994,6,9567417,2543577,41337
1994,6.1,9589555,2565715,29599
1994,6.5,9843749,252329,26781
1994,6.7,10258194,666774,13778
1994,6.7,10468304,876884,50892
1994,6.2,10681252,1089832,7860
1994,6.3,11006606,1415186,78526
1994,6,11023905,1432485,79795
1994,6.9,11171489,1580069,10709
1994,6.1,11361635,1770215,59354
1994,6.1,11466840,1875420,85436
1994,6.2,11551003,1959583,45222
1994,6.2,11601456,2010036,64239
1994,6.9,12119788,2528368,8645
1994,6.5,12212295,54735,53839
1994,6.1,12258873,101313,13993
1994,6.2,12801240,643680,49896
1994,6.3,13225302,1067742,68376
1994,6.2,13239361,1081801,49569
1994,6.1,13243576,1086016,30310
1994,6.6,13320042,1162482,43829
1994,6.5,13406621,1249061,47138
1994,6,13508812,1351252,29428
1994,6.5,13788710,1631150,73708
1994,6,13974115,1816555,46428
1994,7.8,14149054,1991494,6534
1994,6.6,14245619,2088059,16713
1994,6.5,14259470,2101910,30677
1994,6.4,14346570,2189010,33427
1994,6.1,14348702,2191142,33517
1994,6.8,14503660,2346100,56607
1994,8.2,14689996,2532436,72184
1994,6.1,14692517,2534957,74492
1994,6.2,14746942,28582,2369
1994,6.2,15110102,391742,26543
1994,6.2,15240177,521817,61055
1994,6.1,15244130,525770,65029
1994,6,15360088,641728,50418
1994,6.8,15477915,759555,53512
1994,6,15601431,883071,4217
1994,6.1,16258209,1539849,77844
1994,6.3,16536201,1817841,50872
1994,6.5,16925801,2207441,54444
1994,7.2,17634956,363536,49560
1994,6.7,17637199,365779,51738
1994,6.5,17667923,396503,72987
1994,7.3,18383791,1112371,12478
1994,6,18464268,1192848,12688
1994,6.4,18640540,1369120,18357
1994,6.6,18741622,1470202,72655
1994,6.2,19606537,2335117,25314
1994,6.2,19683716,2412296,40160
1994,6.1,19948111,131011,12559
1994,6,20393180,576080,38804
1994,6.3,20395872,578772,41474
1994,6.6,20752977,935877,53014
1994,6.5,20858571,1041471,20950
1994,6.2,20925530,1108430,52532
1994,6,21052559,1235459,85655
1994,6.2,21144397,1327297,16345
1994,6.6,21667040,1849940,16654
1994,6.2,21843766,2026666,14352
1994,6.2,21892045,2074945,67888
1994,7,22000548,2183448,24636
1994,6.3,22182401,2365301,19274
1994,6,22919394,561474,6185
1994,6,22977830,619910,40313
1994,6.1,22998481,640561,47259
1994,6.1,23018492,660572,17690
1994,6,23240850,882930,83546
1994,6.8,23264418,906498,51308
1994,6.1,23875178,1517258,64426
1994,6.2,24275091,1917171,64087
1994,6.6,24338391,1980471,75
1994,6,24341638,1983718,3325
1994,6.5,24597320,2239400,13563
1994,6.2,24601597,2243677,17876
1994,8.3,24844975,2487055,83532
1994,6.1,24846172,2488252,84696
1994,6.3,24852255,2494335,4552
1994,6.3,24854462,2496542,6779
1994,6,24854780,2496860,7076
1994,6,24862179,2504259,14365
1994,6,24866188,2508268,18388
1994,6,24957449,60149,23236
1994,6.1,24957588,60288,23348
1994,6.8,25220647,323347,22562
1994,7.3,25257339,360039,64038
1994,6.1,25260535,363235,67270
1994,6.4,25512219,614919,54105
1994,6.4,25592664,695364,48962
1994,6.1,25749565,852265,38880
1994,6.7,25852200,954900,54400
1994,6,26183716,1286416,73922
1994,6,26614474,1717174,20303
1994,6.3,26847958,1950658,33376
1994,6.7,26864428,1967128,37069
1994,6.2,27172093,2274793,65579
1994,6.1,27479600,41900,73680
1994,6.5,27569763,132063,46048
1994,7.1,28408530,970830,11986
1994,6.5,28498691,1060991,13135
1994,6,28499977,1062277,25159
1994,6.3,28918745,1481045,7368
1994,6.1,28924474,1486774,3895
1994,6,30339474,359034,83481
1994,6,30598771,618331,82630
1994,6.5,30644258,663818,34326
1994,6.3,30786115,805675,11012
1994,6.1,30958133,977693,65191
1994,6.5,31058422,1077982,83427
1995,6.4,581570,2137130,19936
1995,7.8,649163,2204723,78783
1995,6.2,679945,2235505,22989
1995,6.4,686266,2241826,29538
1995,6.3,832345,2387905,3232
1995,6,913823,2469383,84034
1995,6.5,975595,2531155,59646
1995,6,1232919,243219,80144
1995,7,1463854,474154,29176
1995,6,1478166,488466,43533
1995,6,1706417,716717,12339
1995,6,1938407,948707,72894
1995,6,2246366,1256666,36455
1995,6.3,2312089,1322389,22289
1995,6.9,2321212,1331512,20816
1995,6.3,2393651,1403951,17835
1995,6.5,2559903,1570203,36804
1995,6.2,2705422,1715722,57473
1995,6.3,2710049,1720349,66861
1995,6.2,3018994,2029294,32072
1995,6.8,3269812,2280112,18886
1995,6,3786647,248627,20757
1995,6.4,3810695,272675,46454
1995,6,4048630,510610,54391
1995,7.1,4056665,518645,38765
1995,6.4,4300825,762805,48836
1995,6.5,4412703,874683,49167
1995,6,4666307,1128287,43577
1995,6.3,4697017,1158997,62003
1995,6.3,4710593,1172573,75575
1995,6.7,4719864,1181844,84849
1995,6,4809235,1271215,40990
1995,6,5185065,1647045,31368
1995,6.6,5198594,1660574,70813
1995,6.2,5364590,1826570,44156
1995,6.2,5547682,2009662,52560
1995,6.2,5548741,2010721,48328
1995,6.1,5549259,2011239,54116
1995,6,6037929,2499909,56683
1995,6.1,6547420,457000,9394
1995,6.2,6666358,575938,85664
1995,6,7042181,951761,78996
1995,6.2,7234430,1144010,24509
1995,6.1,7670044,1579624,12847
1995,6.9,7689194,1598774,32020
1995,6.2,8203468,2113048,35337
1995,6.3,8216172,2125752,1401
1995,6.2,8690500,42820,82902
1995,6,8747418,99738,59188
1995,7.4,9324416,676736,37970
1995,6.1,9336008,688328,49587
1995,6.2,9395112,747432,11757
1995,6.2,9772477,1124797,50181
1995,6.1,9782844,1135164,60573
1995,6.5,9897317,1249637,42900
1995,6.2,10134875,1487195,16817
1995,6.8,10193286,1545606,34393
1995,6.1,10208977,1561297,47486
1995,6.6,10399511,1751831,61937
1995,6,10454568,1806888,30333
1995,6.9,10454994,1807314,30751
1995,6.8,10456210,1808530,31945
1995,7.2,10456486,1808806,32225
1995,6.8,10473421,1825741,49241
1995,6.5,10637755,1990075,53686
1995,6.8,10645681,1998001,48576
1995,6.1,10651091,2003411,53607
1995,6,10822500,2174820,57880
1995,6.2,11018681,2371001,25474
1995,6.9,11118600,2470920,8520
1995,6.2,11120923,2473243,10860
1995,6.1,11180637,2532957,65272
1995,6.7,11426765,217805,3505
1995,6.2,11490763,281803,36533
1995,6.1,11585927,376967,39161
1995,7.1,11678025,469065,44096
1995,6.1,11680750,471790,46807
1995,6.4,11757547,548587,30017
1995,6,11918308,709348,39925
1995,6.4,11988486,779526,9116
1995,6.6,12386832,1177872,36838
1995,6.9,12483198,1274238,71628
1995,7.7,12687164,1478204,27140
1995,6.1,12692885,1483925,15234
1995,6.5,12741829,1532869,81854
1995,6.8,12787587,1578627,81508
1995,6.3,13146302,1937342,54304
1995,6.1,13147375,1938415,50936
1995,6.8,13299011,2090051,79005
1995,6.5,13489877,2280917,25382
1995,7.1,13611832,2402872,81310
1995,6.3,13764585,2555625,66345
1995,6.4,13968520,196900,32340
1995,6.6,15160307,1388687,19101
1995,6.5,15207348,1435728,6295
1995,6.7,15780531,2008911,6474
1995,6.8,16009086,2237466,62029
1995,6.2,16078239,2306619,43948
1995,6,16095546,2323926,54354
1995,6,16279798,2508178,16986
1995,6,16443909,111369,64976
1995,6.6,16460643,128103,85271
1995,6.2,16545536,212996,16682
1995,7.2,16833050,500510,28829
1995,6.1,16840611,508071,36381
1995,6,17183719,851179,23029
1995,6,17214173,881633,54977
1995,6,17255725,923185,22828
1995,6.8,17531199,1198659,15806
1995,6.5,17596016,1263476,11423
1995,6,18145454,1812914,42201
1995,6.4,18834122,2501582,29565
1995,6,18856278,2523738,40092
1995,6.4,18973751,83831,10057
1995,8,19113083,223163,1813
1995,6,19124238,234318,12972
1995,6.2,19170347,280427,59001
1995,6,19354449,464529,70287
1995,6.4,19447039,557119,76498
1995,6.2,19856665,966745,19169
1995,6.7,20407037,1517117,53000
1995,7.7,20600848,1710928,74650
1995,6.6,20622266,1732346,9571
1995,7.2,20646623,1756703,34066
1995,6.4,20650550,1760630,37961
1995,6.1,20669737,1779817,61041
1995,6.4,20685685,1795765,72912
1995,6.2,20744185,1854265,1266
1995,6.6,20900611,2010691,60073
1995,7.1,21193562,2303642,60414
1995,6.3,21215682,2325762,13686
1995,6.2,21261334,2371414,41745
1995,6.1,21282882,2392962,63292
1995,6.2,21282926,2393006,63347
1995,6,21401506,2511586,18608
1995,6,21452236,8836,61885
1995,6.6,21638772,195372,12304
1995,6.4,21713149,269749,50621
1995,6.1,21718290,274890,76446
1995,6.4,21921035,477635,15377
1995,6,22459729,1016329,59509
1995,6.3,22554928,1111528,61548
1995,7.4,23119471,1676071,27008
1995,6.1,23245416,1802016,41065
1995,6,23389760,1946360,77769
1995,6,23439391,1995991,55943
1995,6.2,23780370,2336970,55540
1995,6,23855652,2412252,44444
1995,6,23904349,2460949,82923
1995,6.5,23927516,2484116,62257
1995,6,24490078,496438,76639
1995,6.4,24595036,601396,64668
1995,6.1,24599163,605523,8532
1995,6.1,24709703,716063,43719
1995,7,24717083,723443,74392
1995,6.5,24756298,762658,27214
1995,6.4,25011574,1017934,86153
1995,6.8,25034985,1041345,3329
1995,6.3,25278221,1284581,3863
1995,8,25284953,1291313,31144
1995,6,25548773,1555133,35809
1995,6,25573305,1579665,59802
1995,6.1,25629743,1636103,6930
1995,6.2,25689649,1696009,72644
1995,6.1,25735497,1741857,25390
1995,6.1,25801448,1807808,4959
1995,6.3,26040638,2046998,51130
1995,7.1,26044646,2051006,69488
1995,6.1,26090758,2097118,29208
1995,6.3,26094726,2101086,33163
1995,6.8,26102496,2108856,40931
1995,6.1,26248888,2255248,18218
1995,7.2,26275137,2281497,73505
1995,6.2,26520410,2526770,20144
1995,6,27026673,485313,13685
1995,6.1,27027657,486297,27805
1995,6.7,27218132,676772,71392
1995,6.3,27620998,1079638,84170
1995,6.9,27846858,1305498,48870
1995,6,27878479,1337119,481
1995,6.3,28261071,1719711,38666
1995,6,28280322,1738962,72289
1995,7.2,29045711,2504351,23662
1995,6.2,29225936,139016,63966
1995,6.6,29265851,178931,12035
1995,6.3,29519576,432656,6570
1995,6,29776162,689242,3110
1995,6.3,29806656,719736,34498
1995,6.6,29827228,740308,80668
1995,6.6,29956398,869478,11414
1995,7.9,30045668,958748,14300
1995,6.4,30046468,959548,15429
1995,6.5,30058718,971798,27525
1995,6.4,30177126,1090206,53446
1995,6,30396624,1309704,19710
1995,6.4,30666192,1579272,30130
1995,6.2,30667688,1580768,31640
1995,6.2,30671219,1584299,42881
1995,6.4,30722963,1636043,25650
1995,6.1,30743049,1656129,45725
1995,6.5,31447692,2360772,31747
1996,6.1,356791,261871,55161
1996,7.1,362604,267684,48000
1996,6.1,789970,695050,73655
1996,6.3,821465,726545,78266
1996,6,956056,861136,50240
1996,7.9,979510,884590,57893
1996,6.6,986271,891351,74171
1996,6.1,2369206,2274286,70022
1996,6.2,2848797,210597,77781
1996,6,3260889,622689,8028
1996,6.1,3535209,897009,36429
1996,6.4,3536997,898797,38206
1996,6,3616242,978042,23290
1996,6.2,3655084,1016884,61389
1996,6.6,3842060,1203860,64526
1996,6.1,4175838,1537638,57482
1996,7.2,4225006,1586806,27380
1996,6,4229620,1591420,31894
1996,6.1,4383234,1745034,12024
1996,6.1,4612087,1973887,61367
