a_val,v_val,x_val,y_val,z_val
1964,6.2,29852859,2265099,67570
1964,6.3,30080999,2493239,29806
1964,6.1,30445124,286844,68616
1964,6.3,30634543,476263,33769
1964,6.3,30726667,568387,1657
1964,6.5,31024743,866463,6670
1965,6.7,663371,2127491,15440
1965,6,1086258,2550378,84405
1965,6.2,1361158,248398,23405
1965,6.7,1776992,664232,2582
1965,6,2243862,1131102,37352
1965,6,2287957,1175197,35067
1965,8.2,2938277,1825517,30905
1965,6,3772611,84111,74991
1965,6.1,3900300,211800,45837
1965,8.7,3906082,217582,60973
1965,6,3909899,221399,63912
1965,7.3,3919244,230744,74349
1965,6.5,3931568,243068,84841
1965,6.4,3939509,251009,6170
1965,6.3,4008731,320231,76168
1965,6,4049232,360732,30327
1965,6.4,4066832,378332,53551
1965,6.2,4075374,386874,56695
1965,6.3,4121429,432929,21783
1965,6,4383437,694937,18293
1965,7,5609507,1921007,62945
1965,6.2,5719889,2031389,53964
1965,6.2,5721734,2033234,60871
1965,6,5903185,2214685,1056
1965,6.7,6275648,19148,4884
1965,6.3,6281248,24748,15161
1965,6,6572591,316091,49879
1965,6.1,6803875,547375,70401
1965,7.4,7228387,971887,74160
1965,6.4,7404377,1147877,8304
1965,6,7482435,1225935,6872
1965,6.3,7539732,1283232,67119
1965,6,7662053,1405553,1213
1965,6.3,7816099,1559599,70488
1965,6.5,7872289,1615789,54709
1965,6.2,7944987,1688487,65410
1965,6.2,8034845,1778345,44479
1965,7.4,8440396,2183896,42501
1965,6.4,8506058,2249558,73157
1965,7.65,8562423,2305923,51526
1965,6.8,8675251,2418751,40628
1965,6.1,9083573,269573,16869
1965,6.2,9193349,379349,63758
1965,6.1,9380634,566634,4658
1965,6,9456326,642326,82357
1965,6.2,9503826,689826,5662
1965,6.5,9585168,771168,38293
1965,6.3,9586385,772385,36875
1965,6,10106541,1292541,45651
1965,6.1,10229959,1415959,28411
1965,6.1,10240916,1426916,39387
1965,6,10366920,1552920,32119
1965,6,10803615,1989615,37881
1965,6.1,10966545,2152545,22736
1965,6,11012064,2198064,70344
1965,6.1,11023750,2209750,56572
1965,6.73,11201323,2387323,26371
1965,6,11202535,2388535,83414
1965,6.2,11608483,247183,49942
1965,6.1,12306827,945527,69312
1965,6.7,12763173,1401873,5072
1965,7.7,12962427,1601127,42588
1965,6.1,13170699,1809399,81451
1965,6,13304775,1943475,41203
1965,6,13549453,2188153,64363
1965,7,14873627,973307,48592
1965,7.2,14873644,973324,48531
1965,6.1,15059175,1158855,60069
1965,6.2,15289829,1389509,38686
1965,6.3,15896887,1996567,28954
1965,6.5,15937757,2037437,3450
1965,6.5,16283339,2383019,6199
1965,6,16342415,2442095,49549
1965,6.1,16672362,238842,44273
1965,7.8,16750720,317200,35263
1965,6.3,17032725,599205,17335
1965,6.3,17087806,654286,17820
1965,6,17865210,1431690,10124
1965,6.8,19038564,74724,75855
1965,7.3,19401597,437757,85898
1965,6.5,19613272,649432,36880
1965,7.2,20144458,1180618,53333
1965,6.9,20202752,1238912,25255
1965,6,20204038,1240198,26580
1965,7.6,20212311,1248471,34813
1965,6.9,20246506,1282666,69081
1965,6.8,20264235,1300395,83142
1965,6.1,20345093,1381253,81163
1965,7.4,20349610,1385770,85680
1965,7.2,20349632,1385792,85857
1965,6.2,20368590,1404750,18414
1965,6,20383058,1419218,28308
1965,6,20430467,1466627,80097
1965,6.2,20608582,1644742,40594
1965,6.1,20687710,1723870,61110
1965,6.2,20789494,1825654,7173
1965,6.7,20930091,1966251,52129
1965,6.7,20943770,1979930,18454
1965,6.1,20985712,2021872,34626
1965,6,21218938,2255098,57227
1965,7.4,21239164,2275324,48156
1965,7,22257171,762171,15765
1965,6.2,22672946,1177946,15889
1965,6.2,22834381,1339381,61490
1965,6.1,22927210,1432210,67606
1965,6.3,22975355,1480355,9929
1965,6.1,23040945,1545945,35121
1965,6,23291412,1796412,80177
1965,6.5,23368437,1873437,21843
1965,6.8,23386880,1891880,6406
1965,6,23493792,1998792,23441
1965,6.7,23679511,2184511,36685
1965,6.3,23839681,2344681,27231
1965,6.5,24296800,265780,62081
1965,6.1,24536862,505842,51088
1965,6.8,24569526,538506,74685
1965,6.2,24585749,554729,3624
1965,6,24618863,587843,75371
1965,6.3,26085007,2053987,22861
1965,6.1,26167729,2136709,30349
1965,6.7,26692464,116604,29757
1965,6.7,27394744,818884,75271
1965,6.1,27454868,879008,38759
1965,6.2,27681707,1105847,6365
1965,6.4,28230744,1654884,11599
1965,6.5,28269232,1693372,37514
1965,6.1,28466330,1890470,36256
1965,6,28567484,1991624,45530
1965,6.5,28756821,2180961,29368
1965,6,28763899,2188039,31237
1965,6.5,28981915,2406055,69211
1965,6.2,29121450,2545590,34609
1965,6.2,29563006,431266,83097
1965,6.7,30281695,1149955,15973
1965,6.3,30406757,1275017,29068
1965,6,30477927,1346187,21340
1965,6.4,30521267,1389527,84437
1965,6.2,30546776,1415036,4842
1965,6,30883931,1752191,75116
1965,6.3,31100725,1968985,63466
1966,6.1,157284,2561544,34092
1966,6.2,356279,194159,54125
1966,6,1865792,1703672,84330
1966,6.2,2816829,81669,15083
1966,6,3303737,568577,60991
1966,6.4,3926352,1191192,78651
1966,6.2,3981705,1246545,12531
1966,6.4,4029151,1293991,79515
1966,6.5,4163173,1428013,32715
1966,6.5,4230396,1495236,13605
1966,6.3,4336832,1601672,10601
1966,6.5,4458073,1722913,352
1966,6,4689361,1954201,55595
1966,6.6,4936709,2201549,52234
1966,6.6,5053680,2318520,61407
1966,6,5358149,48809,81251
1966,6.9,5461359,152019,54541
1966,6,5784648,475308,40766
1966,6,6010542,701202,80224
1966,6.7,6487856,1178516,27172
1966,6.3,6488156,1178816,27488
1966,6.5,6643759,1334419,18529
1966,6.2,6657223,1347883,44396
1966,6.2,6673266,1363926,50786
1966,7.5,7057880,1748540,2499
1966,6.7,7487433,2178093,14051
1966,6.6,7695773,2386433,13340
1966,6.2,7891897,12337,57106
1966,6.8,7892376,12816,57590
1966,6.2,7949076,69516,29781
1966,6,8263144,383584,82810
1966,6,8475460,595900,42399
1966,6,8489520,609960,49950
1966,6.3,9169141,1289581,33781
1966,6.2,9337606,1458046,44254
1966,6.1,9563776,1684216,42725
1966,6.3,9761862,1882302,67616
1966,6.2,10027634,2148074,54770
1966,6,10427179,2547619,8112
1966,6,10428126,2548566,71703
1966,6,10511121,69081,4442
1966,6.5,10627775,185735,29900
1966,6.1,10659403,217363,61539
1966,6.4,11377377,935337,41183
1966,6.1,11440368,998328,71504
1966,6.2,11715683,1273643,81105
1966,6,12012176,1570136,8925
1966,6.2,12233859,1791819,2565
1966,6.1,12581168,2139128,10379
1966,6,12899189,2457149,72600
1966,6.1,12993285,2551245,68440
1966,6.1,13440054,445134,83
1966,6,14341700,1346780,35956
1966,6.6,14456777,1461857,45070
1966,6,14503630,1508710,18791
1966,6.2,14518786,1523866,71786
1966,6.8,14565576,1570656,83878
1966,6.1,15060793,2065873,69035
1966,6.7,15098917,2103997,19028
1966,7.1,15209990,2215070,42231
1966,6.8,15211978,2217058,44253
1966,7,15884947,346867,17246
1966,6,16281669,743589,57871
1966,6.3,16282759,744679,58983
1966,6,16494417,956337,32011
1966,6.4,16609840,1071760,50419
1966,6.8,16914820,1376740,23566
1966,6.1,17424764,1886684,2008
1966,6,17534756,1996676,40376
1966,6.4,18150056,76256,45596
1966,6.4,18383416,309616,23764
1966,6,19336196,1262396,85502
1966,6.2,19341058,1267258,3941
1966,6.9,19342982,1269182,5843
1966,6.9,19793584,1719784,53272
1966,6.5,19848987,1775187,35907
1966,6,19900967,1827167,2983
1966,6,20062870,1989070,62416
1966,6,20486736,2412936,39088
1966,6,20514040,2440240,52603
1966,6.2,20634338,28718,25894
1966,6.1,20788442,182822,82459
1966,6,20788675,183055,82681
1966,6.8,20866932,261312,54509
1966,6.2,20951953,346333,53015
1966,6.1,20991302,385682,40340
1966,6,21013225,407605,48419
1966,6.3,21145329,539709,18307
1966,6,21460010,854390,73619
1966,7.7,22626956,2021336,20993
1966,6.3,22937377,2331757,82357
1966,6.7,23152722,14742,77395
1966,6.2,23197916,59936,36255
1966,6.2,23217047,79067,4608
1966,6,24040949,902969,83913
1966,6.3,24328824,1190844,74448
1966,6.9,25113310,1975330,11853
1966,6.1,25143137,2005157,44591
1966,6.1,25424755,2286775,16799
1966,6,25488398,2350418,29582
1966,8.1,25998120,323460,59346
1966,7,26121694,447034,25148
1966,6.7,26835663,1161003,297
1966,6,27447873,1773213,42783
1966,6.4,27607514,1932854,3888
1966,6.1,28004554,2329894,80962
1966,6,28212584,2537924,80837
1966,6.3,28233903,15543,21244
1966,6.8,29825819,1607459,57909
1966,6.3,30650895,2432535,13863
1966,6.3,31007273,237293,24245
1966,6.3,31494415,724435,29659
1967,6.3,31919,797939,72679
1967,6.6,229821,995841,6202
1967,7.7,634687,1400707,12955
1967,7.8,930189,1696209,19761
1967,7.1,944119,1710139,33676
1967,6.5,975951,1741971,70286
1967,6,1108800,1874820,25493
1967,6.1,1143349,1909369,59909
1967,7,1296881,2062901,25609
1967,6,1470444,2236464,28716
1967,6.1,1855248,62148,51825
1967,6.2,2036894,243794,2031
1967,6,2298389,505289,5338
1967,6.2,2336875,543775,75307
1967,6.6,2375973,582873,77289
1967,6.4,2599043,805943,31778
1967,6.3,2688844,895744,69273
1967,6,2924740,1131640,47350
1967,6.5,2971751,1178651,29092
1967,6,3030620,1237520,23810
1967,6.8,3333180,1540080,9276
1967,6.1,3738349,1945249,16990
1967,7,4375489,16909,37538
1967,7,4749264,390684,75471
1967,6.8,4757768,399188,28919
1967,7,4896672,538092,41167
1967,6.5,5047852,689272,81034
1967,6.3,5264076,905496,20800
1967,6,5603939,1245359,18805
1967,6,5996240,1637660,68635
1967,6,6144453,1785873,77591
1967,6.6,6371886,2013306,70610
1967,6.2,7471487,543347,77305
1967,6.2,7607451,679311,35389
1967,6.7,7617701,689561,50786
1967,6.7,8067620,1139480,59354
1967,6.1,8326704,1398564,60289
1967,6.4,8330505,1402365,76476
1967,6.2,8561281,1633141,35335
1967,6.1,8747661,1819521,57700
1967,6.1,8771015,1842875,81023
1967,6,9417910,2489770,32872
1967,6.1,9558164,60164,5163
1967,6.1,9564470,66470,20280
1967,6.7,9694302,196302,40610
1967,6.2,10484064,986064,60069
1967,6.2,11344143,1846143,30847
1967,6.1,12236723,173423,37806
1967,6.7,13113913,1050613,5428
1967,6,15031366,410986,34781
1967,6.2,15138381,518001,63179
1967,6,15397215,776835,11546
1967,6.1,15613666,993286,21608
1967,6.2,15797372,1176992,55678
1967,6.5,16672208,2051828,45468
1967,6.1,16700633,2080253,47905
1967,6.1,17070146,2449766,8981
1967,6.1,17614823,446423,55768
1967,6.2,17933673,765273,80728
1967,6.4,18286584,1118184,2109
1967,6.1,18417481,1249081,57763
1967,7.4,18464220,1295820,68412
1967,6.2,18816782,1648382,77688
1967,6.8,19045465,1877065,19938
1967,6.6,19094404,1926004,70245
1967,6.7,20252386,543106,78627
1967,6.3,20376412,667132,18515
1967,6.3,20384111,674831,30296
1967,6,20878087,1168807,85898
1967,6.6,21022383,1313103,50143
1967,6.6,21128525,1419245,41093
1967,6.2,21429402,1720122,35985
1967,6.4,21788524,2079244,39786
1967,6,21821608,2112328,85132
1967,7,22194449,2485169,56928
1967,6.5,22218720,2509440,57259
1967,6.1,22631859,385299,28887
1967,6.7,22673205,426645,21230
1967,6.3,22697522,450962,28035
1967,6.1,23540170,1293610,74241
1967,6.3,23546733,1300173,40221
1967,7,23621956,1375396,74118
1967,6.2,23625438,1378878,79021
1967,6.2,23797080,1550520,72956
1967,6.2,24163884,1917324,41137
1967,6.2,24296214,2049654,54645
1967,6.2,24776167,2529607,45136
1967,6.8,24859279,75499,13029
1967,7.2,25291309,507529,19505
1967,6,25554703,770923,11461
1967,7.1,25776052,992272,8243
1967,6,26010704,1226924,4988
1967,6.8,26614765,1830985,32897
1967,6,27523607,200327,82450
1967,6.7,27527439,204159,474
1967,6.1,27534409,211129,40578
1967,6.2,27915528,592248,38028
1967,6.4,28204611,881331,83368
1967,6.3,28503116,1179836,60388
1967,6.4,28834160,1510880,17609
1967,6.5,29147754,1824474,43457
1967,6.5,29166124,1842844,49134
1967,6.7,29748232,2424952,31559
1967,6.3,29858224,2534944,888
1967,6.6,30667883,801743,13615
1967,6,31179243,1313103,26671
1968,7.3,8726,1678586,78341
1968,6.4,331392,2001252,57497
1968,6.2,336753,2006613,62839
1968,7.2,350612,2020472,41910
1968,6.3,384092,2053952,21621
1968,6.7,551874,2221734,17080
1968,6.5,577367,2247227,17046
1968,6.1,1213064,335984,48712
1968,6.4,1466843,589763,67434
1968,6,1509151,632071,74416
1968,6.1,2012625,1135545,54743
1968,6,2118311,1241231,75400
1968,6.2,2137388,1260308,22648
1968,6.4,2167266,1290186,10393
1968,6.7,2527479,1650399,59929
1968,6.1,2668893,1791813,33802
1968,6.5,2738550,1861470,56731
1968,6.8,3127544,2250464,46007
1968,7.4,3406747,2529667,72364
1968,6.1,3429771,831,9113
1968,6.3,3469465,40525,40674
1968,6.6,3927650,498710,74997
1968,7.3,4599885,1170945,57493
1968,7.2,5265945,1837005,1534
1968,6.2,5363094,1934154,37664
1968,7.1,5827819,2398879,68147
1968,6.3,6005282,18782,76758
1968,6.3,6545798,559298,9737
1968,6.1,6547085,560585,10972
1968,6.3,6700939,714439,84382
1968,6.4,7028793,1042293,75060
1968,6.1,7589674,1603174,17237
1968,6.1,8296920,2310420,30398
1968,7.5,8815327,266107,34271
1968,6.8,8838799,289579,57711
1968,6.6,9512938,963718,67474
1968,6.3,10499109,1949889,3260
1968,6.3,10571643,2022423,65231
1968,6.2,10787355,2238135,37735
1968,6.2,10975355,2426135,47457
1968,6.1,11036879,2487659,39233
1968,6.4,12053833,939433,13481
1968,6.7,12578706,1464306,81772
1968,8.2,12703742,1589342,37366
1968,6,12704696,1590296,38336
1968,6.1,12733094,1618694,66569
1968,7.9,12739142,1624742,72629
1968,6.5,12759226,1644826,6524
1968,6.1,12770208,1655808,17235
1968,6.1,12774136,1659736,21188
1968,6.5,12783898,1669498,31073
1968,6.1,12825767,1711367,73010
1968,6.3,12844944,1730544,5950
1968,6.1,12853029,1738629,13836
1968,6.3,12975158,1860758,49227
1968,6.1,13040209,1925809,28238
1968,7,13072389,1957989,69643
1968,6.9,13118751,2004351,29611
1968,7,13122586,2008186,25838
1968,6.3,13162802,2048402,66046
1968,6,13258315,2143915,73442
1968,6,13289368,2174968,17970
1968,7.2,13368258,2253858,17542
1968,6.6,13442784,2328384,85146
1968,6.2,13448636,2334236,85160
1968,6.1,13521178,2406778,77167
1968,7.5,13786039,107899,81883
1968,6.4,13981346,303206,28371
1968,6.7,14644654,966514,71876
1968,6.2,14679055,1000915,19965
1968,6.2,14772243,1094103,5312
1968,7,15082913,1404773,83649
1968,6.3,15112662,1434522,26971
1968,6.2,15196237,1518097,24180
1968,6.2,15318529,1640389,5918
1968,6.3,15508381,1830241,77163
1968,6.3,15530977,1852837,18953
1968,6.4,15533850,1855710,16390
1968,6.8,15668015,1989875,11115
1968,6.1,15901953,2223813,38857
1968,6.1,16713912,476472,72155
1968,6.4,16775092,537652,75827
1968,6,16828810,591370,14143
1968,6.3,17062094,824654,75410
1968,6,17493405,1255965,59424
1968,6,17628277,1390837,37054
1968,6,17639788,1402348,48574
1968,6,18508154,2270714,18914
1968,6,18658959,2421519,31000
1968,7.3,18775387,2537947,70215
1968,6.1,19084360,293020,29935
1968,6.3,19134722,343382,84756
1968,6.2,19180338,388998,31556
1968,6.5,19255123,463783,54993
1968,7.6,19426762,635422,16058
1968,7.3,19490803,699463,27346
1968,6.7,19544074,752734,48511
1968,6.4,19549505,758165,52440
1968,6.1,19654885,863545,72511
1968,6.8,19757826,966486,3952
1968,7.6,20138826,1347486,37922
1968,6.5,20152308,1360968,51391
1968,6,20289644,1498304,15999
1968,6,20507922,1716582,6347
1968,7.2,20556863,1765523,22415
1968,6,20750438,1959098,44742
1968,7.3,20889512,2098172,19091
1968,6.5,21146208,2354868,21705
1968,6.2,21218408,2427068,5084
1968,6.3,21335812,2544472,66160
1968,6.4,21760939,420379,17432
1968,7.1,21984463,643903,53042
1968,6.2,22058852,718292,40814
1968,6.3,22234796,894236,37787
1968,6.3,22691546,1350986,2683
1968,6.1,22725467,1384907,70803
1968,6.1,23064248,1723688,38826
1968,6.2,23204912,1864352,62481
1968,6,23280615,1940055,73416
1968,6.8,23378135,2037575,85836
1968,6.1,23385653,2045093,6975
1968,6,23478590,2138030,22091
1968,6.5,23695204,2354644,6545
1968,6.7,23807162,2466602,81404
1968,6.2,24130971,244491,65345
1968,6,24143919,257439,16111
1968,6.1,24244667,358187,10233
1968,7.1,24256974,370494,22275
1968,6,24292738,406258,45317
1968,6.4,24347205,460725,16838
1968,6.1,24414816,528336,31710
1968,6,24905078,1018598,15344
1968,6.2,25087622,1201142,75981
1968,7.3,25212020,1325540,16972
1968,6.5,25217344,1330864,22806
1968,6.1,25256601,1370121,48843
1968,6.1,25455936,1569456,3607
1968,6,25643862,1757382,26575
1968,6.5,25757932,1871452,38829
1968,6.2,26291301,2404821,55086
1968,6,26310109,2423629,79140
1968,7,26600684,170444,23872
1968,6.3,26668277,238037,1164
1968,6.4,27041549,611309,38287
1968,6.7,27123378,693138,44161
1968,6.1,27248798,818558,63093
1968,6.5,27594460,1164220,74167
1968,6.1,28067445,1637205,17890
1968,6.2,28406509,1976269,15169
1968,6.1,28685770,2255530,69949
1968,6.2,28712478,2282238,24352
1968,6.1,29149167,176307,61709
1968,6.4,29365789,392929,34023
1968,6.4,29443017,470157,11060
1968,6.4,29673367,700507,15415
1968,6.1,30268331,1295471,34808
1968,6,30275055,1302195,29787
1968,6.6,30430673,1457813,52920
1968,6,30490547,1517687,32009
1968,6.2,31112059,2139199,50243
1968,6.2,31112913,2140053,51087
1968,6.3,31320139,2347279,6606
1968,6,31504559,2531699,6975
1969,6,1101048,1207968,57566
1969,7,1344403,1451323,136
1969,6.9,1438740,1545660,9414
1969,6.4,2157128,2264048,4141
1969,6.4,2430158,2537078,4511
1969,7,2530929,93849,59706
1969,7.1,2573453,136373,21615
1969,6.2,2636678,199598,84198
1969,6.7,2946784,509704,52505
1969,6,3043160,606080,49401
1969,6.1,3164737,727657,6982
1969,6.2,3244528,807448,80812
1969,6,3433470,996390,22686
1969,7.6,3493781,1056701,68334
1969,6.4,3545056,1107976,33420
1969,6,3592104,1155024,80479
1969,6,3721128,1284048,36709
1969,6.8,3879703,1442623,22272
1969,6.1,3893910,1456830,35101
1969,6.2,3903018,1465938,82232
1969,7.2,4489086,2052006,39202
1969,6.1,4572534,2135454,12367
1969,7.2,4572973,2135893,24152
1969,6.3,5013784,29884,33388
1969,6.3,5306141,322241,66511
1969,6.3,5308221,324321,68583
1969,6,5331495,347595,5489
1969,7,5531818,547918,30754
1969,6.2,5616526,632626,31953
1969,7.8,5971232,987332,7085
1969,6.2,5977535,993635,13406
1969,6,6274173,1290273,5180
1969,6.2,6443525,1459625,80671
1969,6.2,6464004,1480104,983
1969,6.3,6788884,1804984,82204
1969,6,6850458,1866558,60193
1969,6,7401258,2417358,5150
1969,6.5,7653567,119307,81191
1969,6.1,7748335,214075,2867
1969,6,7793778,259518,76718
1969,6.1,8169692,635432,54983
1969,6,8311585,777325,47976
1969,6.6,8340100,805840,76326
1969,6.7,8387312,853052,13363
1969,6.2,8500553,966293,43242
1969,6.1,8507090,972830,49811
1969,6.6,8666152,1131892,34286
1969,6.7,8709928,1175668,15821
1969,6.1,9080311,1546051,18232
1969,6.3,9156372,1622112,63967
1969,6.4,9847998,2313738,29547
1969,6.1,9999055,2464795,11130
1969,6.5,10027369,2493109,41213
1969,6.2,10066775,2532515,84449
1969,6,10066798,2532538,84423
1969,7,10480768,392668,58033
1969,6.2,10564317,476217,82568
1969,6,10570283,482183,63887
1969,6,10907933,819833,4357
1969,6.2,10908172,820072,4673
1969,6.2,11387126,1299026,26807
1969,6,11622997,1534897,85908
1969,6.4,12407422,2319322,81212
1969,6.9,12511977,2423877,27218
1969,6,12602613,2514513,59916
1969,6,13057011,412311,40821
1969,6,13534641,889941,29
1969,6.2,13881336,1236636,14636
1969,6.1,13882967,1238267,16251
1969,6.1,15002012,2357312,60852
1969,6.4,15065310,2420610,69015
1969,6.5,15449189,245909,18503
1969,6.8,15465489,262209,38363
1969,6.1,16454046,1250766,81698
1969,6,16477752,1274472,15356
1969,6,17586040,2382760,83637
1969,6.2,17608592,2405312,17488
1969,6.9,18077087,314027,48184
1969,6.4,18161695,398635,343
1969,6.1,18586764,823704,79133
1969,6.1,18621699,858639,54113
1969,6.3,19352626,1589566,35237
1969,6.3,19588760,1825700,6039
1969,6.9,19620791,1857731,38274
1969,6.1,19672344,1909284,10033
1969,6.1,19912094,2149034,36338
1969,6.6,19946660,2183600,19356
1969,6.2,20208396,2445336,26312
1969,6.2,20208449,2445389,26290
1969,8.2,20208455,2445395,26341
1969,6.2,20217178,2454118,29907
1969,6.2,20230419,2467359,48268
1969,6.1,20235219,2472159,53065
1969,6.8,20235808,2472748,53772
1969,6.8,20238810,2475750,56831
1969,6,20251540,2488480,69391
1969,6.1,20252024,2488964,69865
1969,6.8,20258483,2495423,76576
1969,6,20300759,2537699,32255
1969,6.1,20334694,11734,66178
1969,6.3,20386629,63669,31807
1969,7.1,20441944,118984,579
1969,6.3,20493121,170161,51813
1969,6.1,20508114,185154,65646
1969,6.1,20512939,189979,71729
1969,6.5,20722388,399428,46583
1969,6.7,20722499,399539,46638
1969,6.1,20739843,416883,60673
1969,6,20741965,419005,66177
1969,6.6,20854195,531235,67341
1969,6.3,20937010,614050,65093
1969,6,21650054,1327094,7433
1969,6.4,21798701,1475741,61384
1969,6.1,21803287,1480327,65954
1969,6,22216133,1893173,48203
1969,6.1,22429841,2106881,49361
1969,6.2,22431000,2108040,4891
1969,6,22439286,2116326,13197
1969,6.3,22655738,2332778,51833
1969,6.7,22928228,46928,75615
1969,6,23395252,513952,12401
1969,6.1,23605737,724437,10817
1969,6.2,23642799,761499,31343
1969,6,23766375,885075,29365
1969,6.1,23927847,1046547,55785
1969,6.8,23997799,1116499,54022
1969,6,24224644,1343344,19302
1969,6.3,24437010,1555710,76862
1969,6.2,24515500,1634200,21623
1969,6.6,24555948,1674648,336
1969,6,24568096,1686796,12489
1969,6.3,24599455,1718155,41460
1969,6.3,25925114,488774,27826
1969,6.1,26753812,1317472,60373
1969,6.3,26775560,1339220,83619
1969,6.1,26813458,1377118,33598
1969,6.6,27171184,1734844,85030
1969,6.6,27256104,1819764,14187
1969,6,27626052,2189712,35310
1969,6,27721218,2284878,30312
1969,6.6,27801246,2364906,81256
1969,6,28281090,294030,11060
1969,7.6,28951538,964478,30215
1969,7.4,29113780,1126720,36232
1969,6.1,29265800,1278740,79799
1969,6,29285509,1298449,45382
1969,6,29421846,1434786,86126
1969,6.2,30657243,123183,25318
1969,6.1,30940930,406870,40168
1969,6.3,31325527,791467,82908
1970,7.2,423151,1425091,63225
1970,6.1,426666,1428606,66702
1970,6.3,932516,1934456,13093
1970,7.1,1270841,2272781,85851
1970,6.3,1402554,2404494,56512
1970,6,1497374,2499314,14221
1970,6.8,1617161,74261,18468
1970,7.2,1771627,228727,74030
1970,6,1832525,289625,48570
1970,6,2082156,539256,38131
1970,6.8,2618391,1075491,70259
1970,6.4,2655185,1112285,11117
1970,6.7,2742697,1199797,39292
1970,6.5,3146480,1603580,76037
1970,6.1,3366362,1823462,40259
1970,6,3779392,2236492,13189
1970,6.4,3906528,2363628,81030
1970,6,4020398,2477498,83006
1970,6.7,4053961,2511061,22429
1970,6,4061508,2518608,39873
1970,6,4069054,2526154,37515
1970,6.1,4140641,53921,17626
1970,6,4183265,96545,73047
1970,6,4190855,104135,80562
1970,6.5,4722208,635488,83727
1970,6,5153013,1066293,13013
1970,6.1,5739659,1652939,66599
1970,6.1,5873345,1786625,33556
1970,6.1,5900879,1814159,68930
1970,7.1,6000753,1914033,83574
1970,6.2,6319835,2233115,47158
1970,6.1,6359269,2272549,82522
1970,6.6,6796871,166751,11752
1970,6.2,6843509,213389,53647
1970,6,6993516,363396,44543
1970,6,7303158,673038,28903
1970,6.3,7688013,1057893,40072
1970,6,8073319,1443199,68524
1970,6.7,8361410,1731290,9257
1970,6,8408760,1778640,65080
1970,6.9,8456546,1826426,82842
1970,6.6,8503701,1873581,76973
1970,6.8,8614004,1983884,4352
1970,6,8923953,2293833,69427
1970,7.4,9264846,91506,49237
1970,6.3,9381029,207689,55272
1970,6.5,9408238,234898,19851
1970,6.1,9605145,431805,66923
1970,6.9,9691306,517966,43801
1970,6.2,9983665,810325,77094
1970,6,10029357,856017,40947
1970,6.7,10042401,869061,72158
1970,6.1,10279535,1106195,33270
1970,6.1,10330178,1156838,55718
1970,6,10331255,1157915,56794
1970,6.6,10406353,1233013,78989
1970,6,10938031,1764691,6358
1970,6.6,11186557,2013217,18674
1970,7.3,11196095,2022755,28259
1970,6.6,11262782,2089442,8402
1970,6,11278299,2104959,23890
1970,6.1,11645600,2472260,770
1970,6.2,12074448,357048,14888
1970,6.1,12168317,450917,20789
1970,6.1,12475222,757822,44933
1970,6.7,12507146,789746,76859
1970,6.3,12589993,872593,83861
1970,6.1,13032221,1314821,65466
1970,7.1,13608307,1890907,77162
1970,6.2,13646147,1928747,29295
1970,6,13651000,1933600,34142
1970,6,13756476,2039076,63654
1970,6.3,13806141,2088741,22079
1970,7.9,13983809,2266409,54513
1970,6.1,13985152,2267752,55948
1970,6.2,14002571,2285171,73189
1970,6.4,14270967,6507,82519
1970,6.3,14359988,95528,36473
1970,6,14833069,568609,8156
1970,6.6,14882576,618116,5357
1970,7.3,14921194,656734,12130
1970,7,15120011,855551,68635
1970,7.2,15246891,982431,25012
1970,6,15396263,1131803,86250
1970,6.5,15591376,1326916,22510
1970,6.2,15603918,1339458,40901
1970,6,15888813,1624353,26625
1970,7.4,16031353,1766893,15900
1970,6.2,16089237,1824777,56949
1970,6.6,16335018,2070558,35178
1970,6.4,16369793,2105333,83539
1970,6,16677902,2413442,70252
1970,6.1,16678574,2414114,36797
1970,6.1,17210951,394331,1838
1970,6.1,17323917,507297,79538
1970,6.1,17961465,1144845,35035
1970,6.3,18043489,1226869,30374
1970,6.1,18064119,1247499,50078
1970,6.2,18177764,1361144,70281
1970,7,18744074,1927454,26901
1970,6.2,18774639,1958019,57488
1970,6.3,18880281,2063661,1292
1970,6,19029058,2212438,39700
1970,7,19044982,2228362,59863
1970,6.7,19097541,2280921,16553
1970,6.6,19112324,2295704,30402
1970,8,19242485,2425865,44278
1970,6.1,19813873,438793,71927
1970,6,19947849,572769,19731
1970,6.4,20099722,724642,8524
1970,6.3,20144932,769852,10400
1970,6.9,20168545,793465,77342
1970,6,20220045,844965,42441
1970,6.5,20223578,848498,45991
1970,6.5,20251456,876376,13065
1970,6,20800328,1425248,29400
1970,6.4,21299418,1924338,10782
1970,6,21572544,2197464,17353
1970,6.5,21603767,2228687,40519
1970,7.3,21836770,2461690,13957
1970,6.6,21964275,25815,54105
1970,6.1,22152742,214282,74631
1970,6.5,22319550,381090,64715
1970,6.4,23103895,1165435,69252
1970,6,23248161,1309701,41249
1970,6.4,23889895,1951435,80601
1970,6.1,23929919,1991459,34246
1970,6.6,24148953,2210493,24756
1970,6.5,24205119,2266659,80934
1970,6.3,24386608,2448148,61792
1970,6,24486744,2548284,64824
1970,6,24646532,143072,59733
1970,6.3,25347183,843723,52658
1970,6.3,25394383,890923,36488
1970,6.5,25413410,909950,55488
1970,6.2,25421887,918427,63992
1970,6.4,25726539,1223079,14842
1970,6.1,25737241,1233781,25347
1970,6.2,25853173,1349713,53345
